file,rank,accuracy,precision,recall,f1
madelon.csv,slope_rank,0.7957692307692307,0.7983532838515253,0.7957692307692307,0.7953184840067955
madelon.csv,random_forest,0.8892307692307693,0.8899638769208786,0.8892307692307693,0.8891763649526114
madelon.csv,gini,0.8819230769230769,0.8824384925456956,0.8819230769230769,0.8818836624352862
madelon.csv,info_gain,0.8865384615384615,0.8873049635283443,0.8865384615384615,0.8864800977794353
madelon.csv,chi2,0.8688461538461538,0.8691407295541846,0.8688461538461538,0.8688212975178173
madelon.csv,slope_rank_gb,0.7203846153846153,0.7220172605040024,0.7203846153846153,0.7198884900853172
madelon.csv,slope_rank_minmax,0.8746153846153847,0.8748748891824711,0.8746153846153847,0.874594101237923
madelon.csv,slope_rank_std,0.8903846153846153,0.8910653931845125,0.8903846153846153,0.8903343881954005
madelon.csv,slope_rank_gb_std,0.8696153846153847,0.8705019714371975,0.8696153846153847,0.869521401592943
madelon.csv,slope_rank_gb_minmax,0.8646153846153848,0.8652322149484266,0.8646153846153848,0.864554610174465
sceneCsvBeach.csv,slope_rank,0.8217548409405255,0.8173798297709618,0.8217548409405255,0.8031849582878123
sceneCsvBeach.csv,random_forest,0.8300708852005533,0.8273531265565689,0.8300708852005533,0.8129876207994737
sceneCsvBeach.csv,gini,0.845036307053942,0.8428475550266985,0.845036307053942,0.8293045509614105
sceneCsvBeach.csv,info_gain,0.8333852005532503,0.8307507378460606,0.8333852005532503,0.8139776071961938
sceneCsvBeach.csv,chi2,0.7843706777316736,0.7714668850930537,0.7843706777316736,0.7539488437625277
sceneCsvBeach.csv,slope_rank_gb,0.8292323651452282,0.8219472904374678,0.8292323651452282,0.812434614022829
sceneCsvBeach.csv,slope_rank_minmax,0.8155290456431535,0.8056738125471308,0.8155290456431535,0.7950353380173807
sceneCsvBeach.csv,slope_rank_std,0.8151071922544952,0.8067323100212332,0.8151071922544952,0.7968198919996734
sceneCsvBeach.csv,slope_rank_gb_std,0.83131051175657,0.8247253295326565,0.83131051175657,0.8149448856354639
sceneCsvBeach.csv,slope_rank_gb_minmax,0.8300691562932228,0.8223719039867792,0.8300691562932228,0.8121269272007072
semeion.csv,slope_rank,0.5310849056603775,0.539736193233686,0.5310849056603775,0.5212522900962664
semeion.csv,random_forest,0.7243907232704403,0.7294998649064813,0.7243907232704403,0.7230112233627131
semeion.csv,gini,0.8097798742138365,0.8160699017998965,0.8097798742138365,0.8081302940201587
semeion.csv,info_gain,0.8198545597484277,0.8272275645229836,0.8198545597484277,0.8195506858617774
semeion.csv,chi2,0.5938050314465408,0.6274946069248224,0.5938050314465408,0.5923826207950826
semeion.csv,slope_rank_gb,0.5938954402515723,0.6056306115446392,0.5938954402515723,0.5937862002359882
semeion.csv,slope_rank_minmax,0.5724842767295597,0.581344083090582,0.5724842767295597,0.5640085867405854
semeion.csv,slope_rank_std,0.536749213836478,0.5451604742806665,0.536749213836478,0.5309323142836154
semeion.csv,slope_rank_gb_std,0.605129716981132,0.6158503243122236,0.605129716981132,0.6053325810728294
semeion.csv,slope_rank_gb_minmax,0.6252004716981132,0.6380894599471626,0.6252004716981132,0.6248120441936534
sonar.csv,slope_rank,0.7547619047619047,0.7862814698528985,0.7547619047619047,0.7435141438559711
sonar.csv,random_forest,0.7357142857142857,0.7823712057922585,0.7357142857142857,0.7190956567269495
sonar.csv,gini,0.7357142857142858,0.7636629960126201,0.7357142857142858,0.7230835906433395
sonar.csv,info_gain,0.7454761904761905,0.761184645186746,0.7454761904761905,0.7367032333216207
sonar.csv,chi2,0.7311904761904761,0.7641043866325822,0.7311904761904761,0.7153524122238619
sonar.csv,slope_rank_gb,0.7307142857142856,0.7773395707606234,0.7307142857142856,0.7126757374416414
sonar.csv,slope_rank_minmax,0.7404761904761905,0.7783740389379488,0.7404761904761905,0.7254440937702311
sonar.csv,slope_rank_std,0.7497619047619046,0.7883648285715956,0.7497619047619046,0.734799367439817
sonar.csv,slope_rank_gb_std,0.7742857142857142,0.8020375986447416,0.7742857142857142,0.7659894764173987
sonar.csv,slope_rank_gb_minmax,0.7211904761904762,0.7630418182485852,0.7211904761904762,0.7041935312046903
spam.csv,slope_rank,0.9145807790248044,0.9151259039499612,0.9145807790248044,0.9142691211350664
spam.csv,random_forest,0.936097802508724,0.9369086167647502,0.936097802508724,0.9359760766943392
spam.csv,gini,0.9334928793737621,0.9342788231743768,0.9334928793737621,0.9333238480801971
spam.csv,info_gain,0.9367504479864189,0.9375047249003619,0.9367504479864189,0.9365819233140635
spam.csv,chi2,0.9354446854663774,0.936151850038361,0.9354446854663774,0.935344980171289
spam.csv,slope_rank_gb,0.9369668961614638,0.9374294770484305,0.9369668961614638,0.9368284199021277
spam.csv,slope_rank_minmax,0.9345765349429408,0.9354262808279123,0.9345765349429408,0.934585409415879
spam.csv,slope_rank_std,0.9347920399886824,0.9352783884152961,0.9347920399886824,0.9347202596389887
spam.csv,slope_rank_gb_std,0.9400103744223334,0.9406108264553534,0.9400103744223334,0.9399769150767125
spam.csv,slope_rank_gb_minmax,0.9384881637272471,0.938886569051754,0.9384881637272471,0.9384015986366503
urbanLandCover.csv,slope_rank,0.7024363476733978,0.7115217217964301,0.7024363476733978,0.6831227487645247
urbanLandCover.csv,random_forest,0.8548507462686568,0.8707402567191856,0.8548507462686568,0.8525940225842232
urbanLandCover.csv,gini,0.8800043898156277,0.8912752804214612,0.8800043898156277,0.8774728027683262
urbanLandCover.csv,info_gain,0.8637401229148377,0.8768610074931409,0.8637401229148377,0.8615310285662421
urbanLandCover.csv,chi2,0.7466417910447761,0.7631860573091916,0.7466417910447761,0.7434488440436253
urbanLandCover.csv,slope_rank_gb,0.8282923617208077,0.8387554604696834,0.8282923617208077,0.8241635788412601
urbanLandCover.csv,slope_rank_minmax,0.8415496049165935,0.8541509374685405,0.8415496049165935,0.8394792092136047
urbanLandCover.csv,slope_rank_std,0.8356233538191397,0.847751299037515,0.8356233538191397,0.8319664874795238
urbanLandCover.csv,slope_rank_gb_std,0.8473441615452153,0.8573558093087286,0.8473441615452153,0.8437215913318703
urbanLandCover.csv,slope_rank_gb_minmax,0.8547629499561019,0.8712640163221813,0.8547629499561019,0.8524800005826032
