file,rank,accuracy,precision,recall,f1
madelon.csv,slope_rank,0.6261538461538461,0.6265454960097542,0.6261538461538461,0.6259029833690697
madelon.csv,random_forest,0.7853846153846155,0.785899118407959,0.7853846153846155,0.78528611222687
madelon.csv,gini,0.825,0.8258693523969545,0.825,0.8248957335248865
madelon.csv,info_gain,0.8334615384615385,0.8345100024672607,0.8334615384615385,0.8333277945895791
madelon.csv,chi2,0.7746153846153845,0.7753001824282033,0.7746153846153845,0.774486648008825
madelon.csv,slope_rank_gb,0.6084615384615384,0.6094253399892643,0.6084615384615384,0.6076676140435329
madelon.csv,slope_rank_minmax,0.7926923076923077,0.7938112785174357,0.7926923076923077,0.792488881527925
madelon.csv,slope_rank_std,0.7207692307692308,0.7218612995757926,0.7207692307692308,0.7204213136554051
madelon.csv,slope_rank_gb_std,0.8134615384615385,0.814010548187966,0.8134615384615385,0.8133769557346154
madelon.csv,slope_rank_gb_minmax,0.7542307692307693,0.7551685892096981,0.7542307692307693,0.7540129629005083
sceneCsvBeach.csv,slope_rank,0.7893896957123098,0.7707378496279168,0.7893896957123098,0.7716601683828258
sceneCsvBeach.csv,random_forest,0.786881051175657,0.7603088090719209,0.786881051175657,0.7606042057003553
sceneCsvBeach.csv,gini,0.8097233748271092,0.8033275595412862,0.8097233748271092,0.7935387724289032
sceneCsvBeach.csv,info_gain,0.8109560857538037,0.8056425608197515,0.8109560857538037,0.7960144503093101
sceneCsvBeach.csv,chi2,0.7644225449515907,0.7305561951776666,0.7644225449515907,0.7215558618033469
sceneCsvBeach.csv,slope_rank_gb,0.8022302904564315,0.7937483228446337,0.8022302904564315,0.786876701550573
sceneCsvBeach.csv,slope_rank_minmax,0.7860511756569848,0.7621267621314078,0.7860511756569848,0.7628243983335883
sceneCsvBeach.csv,slope_rank_std,0.8034889349930843,0.7900948841918314,0.8034889349930843,0.7871327026231578
sceneCsvBeach.csv,slope_rank_gb_std,0.7947700553250345,0.7851481623050042,0.7947700553250345,0.7811944206268423
sceneCsvBeach.csv,slope_rank_gb_minmax,0.7989194329183955,0.7868090580026588,0.7989194329183955,0.7832364983018761
semeion.csv,slope_rank,0.2786949685534591,0.26362991689920434,0.2786949685534591,0.21550258052330204
semeion.csv,random_forest,0.45825471698113207,0.44005223987196207,0.45825471698113207,0.41753481306284657
semeion.csv,gini,0.6013954402515723,0.6129873879788793,0.6013954402515723,0.5904064269221122
semeion.csv,info_gain,0.5957232704402515,0.6048026788545535,0.5957232704402515,0.5867976952960161
semeion.csv,chi2,0.3747602201257862,0.3965817735003553,0.3747602201257862,0.29546411592334787
semeion.csv,slope_rank_gb,0.33709905660377354,0.3647934911394996,0.33709905660377354,0.2995894245683982
