feature,slope_rank,random_forest,gini,info_gain,chi2,slope_rank_gb,slope_rank_minmax,slope_rank_std,slope_rank_gb_std,slope_rank_gb_minmax
attribute_1,0.4576252987245571,0.012348843182829,0.0318404158610344,0.0,0.2769472270736676,9.073810431298403,0.0746770301916211,0.0072397356018382,0.2081417767044823,1.2304086944840629
attribute_2,0.1697596096213941,0.0109958612606126,0.0,0.0188121703066305,0.3128361715992137,3.957858899974039e-16,0.0182866122442072,0.0056714484453533,0.00484730343913755,2.6969454706987136e-05
attribute_3,0.1064534187358674,0.01011488048022,0.0177807927812016,0.0,0.2576072462636557,0.5791057653231237,0.0199486767416768,0.0042402031908178,0.021782498758426718,0.20091266726810128
attribute_4,0.261379629052887,0.0202838607973772,0.0809888701819025,0.0,0.5223565996490535,12.698350774497118,0.1809516942904327,0.0180787151899143,0.5934238760307567,5.37751852387816
attribute_5,0.1329041826572118,0.0187351555403427,0.0,0.0,0.4195204990161468,0.1643691400709284,0.0595436393206572,0.0071979340332204,0.008941982237858245,0.0651542884609641
attribute_6,0.029064383356337,0.0239521882063989,0.0,0.0,0.1210907582083773,0.6678371244249496,0.0194463428066897,0.004458034769211,0.03938213010376243,0.2485021939985239
attribute_7,0.0040023181732483,0.0074936730228366,0.0,0.0,0.0854699230432881,7.187551393140752e-16,0.0071773420290385,0.0004909263575913,5.545895786477384e-17,4.240955240206533e-18
attribute_8,0.0491414367430304,0.0106278366339797,0.0,0.0366255379948703,0.3990633674236666,0.5536092867887143,0.019869754293924,0.0024385848052984,0.046936533779194586,0.23728385507715183
attribute_9,0.1897049414791629,0.0500101181015202,0.0421489906025988,0.0,1.684128562366891,2.5886469450422216,0.1504678147462681,0.026802212292606,0.3057234176885604,1.7481038609721922
attribute_10,0.1622261550493295,0.0187120258137318,0.0,0.0,2.0899525714509197,1.9041558266890888,0.098799538294664,0.01753660623154,0.258001883771526,1.3333673895031368
attribute_11,0.278159075610648,0.0702547614557703,0.266595084712268,0.2020250629262816,2.893951044040956,5.936987906641967,0.2035135059308361,0.0322784500734368,0.7652505541543292,4.191331158247718
attribute_12,0.3409849073254914,0.063130607111502,0.0144887155196433,0.0244911090598206,2.4972660001884988,4.32754526585522,0.1978950314741352,0.045855694422243,0.6277532585300826,3.0644426534123665
attribute_13,0.0712199199026976,0.0310474360336344,0.0,0.0,1.4726191715491488,0.0054333798687403,0.0709483731204611,0.0138742558144416,0.001211680380621932,0.0037745689948141714
attribute_14,0.013181429036355,0.010971755024058,0.0,0.0234167408870381,0.4670624468414845,0.1846686781031084,0.0201815585239658,0.0003866076366543,0.020143031056411582,0.11904478534421103
attribute_15,0.0315407097922313,0.0129610561798244,0.0,0.0768384673688511,0.0896269600947828,0.2007076757902087,0.0374344415615347,0.0057692954672295,0.07845936867912301,0.382608729693031
attribute_16,0.0260548318436379,0.0135717753544712,0.0908078572921212,0.0289408021632944,0.0039700615988009,1.0995740895046966,0.0341327551646628,0.0072078199828076,0.26692753689350396,1.08036364856064
attribute_17,0.0243333649928236,0.0178112768584588,0.0,0.0,0.0005450145251262,0.1201728071529153,0.0191521229058337,0.0051116749676737,0.032612828326611096,0.11597877618327851
attribute_18,0.0232139757085866,0.0134453584010754,0.0237346586286299,0.0,0.0066830672619608,0.3204554928276554,0.0056835748687398,0.0025770232089463,0.08219942374074593,0.3093268270484576
attribute_19,0.0206792860391903,0.0104956640835704,0.0,0.0,0.5212966073688121,0.0126645255262563,0.0063069390792505,0.0024584563377244,0.0032594364832845323,0.012088098145305587
attribute_20,0.0256965805393062,0.0120431481991075,0.0,0.0,1.2738923652204508,0.347506799091332,0.0189210936760381,0.0084345837060488,0.08638012845900683,0.28918064771846913
attribute_21,0.0916008554800321,0.0238013963023073,0.0,0.0501131449122379,1.3312963472492203,1.5254108065472585,0.0841112472478027,0.0213180457570301,0.38936469052858025,1.4363079051178849
attribute_22,0.026639671218975,0.0092307412876189,0.0,0.0,0.8802975466579845,0.1988718720151623,0.0253935302191792,0.0044082111248683,0.05079183452430846,0.19144875486123386
attribute_23,0.0218101060352153,0.0138779769488116,0.0,0.0391126768267404,0.3250851501812982,0.5838826916236037,0.016704139153673,0.0079479832118133,0.1457991262095769,0.5512425263881671
attribute_24,0.0124610657570617,0.0063874419835443,0.0169035014395839,0.0,0.0964595177668367,0.0012243571020571,0.0162529899988546,0.004733927288374,0.0003176367704923001,0.0012997581939107547
attribute_25,0.0070547011863301,0.0096931536915921,0.0,0.0,0.0117733743052052,0.0402641004208173,0.020489250698693,0.0007397050158395,0.01185353801129137,0.04657294757049931
attribute_26,0.0015292815812702,0.0131583327820238,0.0,0.0,0.0131087974698978,0.3999716796265978,0.0018000423692982,0.0003001171550854,0.09465420584185179,0.3248240317865199
attribute_27,0.0390723198105911,0.0160681067263975,0.0,0.1023552994939183,0.0538109726102394,0.5817833508174086,0.01470302943321,0.0084720121521482,0.1453869612878349,0.5647213478775732
attribute_28,0.0147547724591601,0.0175936678665441,0.0713217753991803,0.0,0.1141677797142445,0.245798965346817,0.0233698370615632,0.0041603430724317,0.06046866925062173,0.24829604791573767
attribute_29,0.0238176308544814,0.0095478580141796,0.0,0.0245329555740892,0.0249800624008108,9.35400818583012e-17,0.0037847423215378,0.0038611544226564,0.015761826175215654,0.057281437713874596
attribute_30,0.0083427932462518,0.0126919356099821,0.0,0.0,0.000309060700077,0.0134717561335513,0.0023458752323323,0.0031821638490238,0.0007935081368871354,0.003382401696735798
attribute_31,0.0381801030864332,0.0115973679963199,0.0723515857536476,0.0,0.2303802115429277,0.9193436301116734,0.0381434780089107,0.0032019509168026,0.20038324981075897,0.8480799670104956
attribute_32,0.0209497943657732,0.0107937608327821,0.0,0.0,0.0655002088229032,0.2524681375493038,0.0087091052438489,0.0022269416466278,0.053705956728467806,0.23004095947061923
attribute_33,0.0199266873097783,0.0084998120598292,0.0,0.0,0.2430877967473571,0.0453073325461542,0.0190231850570957,0.0046659014162849,0.009322138681022165,0.04289700018495049
attribute_34,0.0207272661219775,0.0099243532700221,0.0464030375570115,0.0,0.8121845735995621,0.1591642849631763,0.0440218246820007,0.0038635931328481,0.036716816696229775,0.15017150286275707
attribute_35,0.0307692536315027,0.0119147368576156,0.0,0.0,1.835294672491564,0.001205464093331,0.0084959089932488,0.0065890519824643,0.00030289674133890024,0.0011785822440502172
attribute_36,0.0664738921919647,0.0163175170894386,0.038958546175041,0.0,2.718191520917755,1.951680988566921,0.095900309409528,0.0165061090000861,0.5166018438571576,1.94501020655456
attribute_37,0.0590875431729969,0.0186767239433099,0.0,0.0,1.4312811537792651,1.9825744984651483,0.0505125574504888,0.0145621148886848,0.4742340688928815,1.8078596358354249
attribute_38,0.014429753870875,0.0067618180921942,0.0,0.0,0.0454013488549425,0.0279192202320845,0.0064178053614733,0.0002032582401342,0.007957187599495284,0.02694657366420352
attribute_39,0.027115168996093,0.0118875525049325,0.0,0.0,0.0815514258345049,0.0741054201297077,0.0240776021891947,0.0011276200061502,0.014771478232934112,0.07055661858546293
attribute_40,0.0091118114568661,0.0154389846237846,0.0,0.0,0.0274056736149935,0.0961864841840268,0.0027244749165891,0.0012844509251294,0.020750763836089894,0.10687895687886949
attribute_41,0.026547484746168,0.0088085330899672,0.0,0.0,0.0091894939592701,0.2126624371977282,0.0081029517874255,0.0031622161079712,0.03612487352398115,0.19623118763143743
attribute_42,0.0168163035464397,0.0098806130611781,0.0,0.0234167408870381,0.4400029964074885,0.4495454759033265,0.0109877517336696,0.0037129729416089,0.07564247406343834,0.36094216386307837
attribute_43,0.0801736893704575,0.0109350140442125,0.0,0.0,0.8887617441099603,1.4632480806881227,0.0554272455079501,0.0127142849212582,0.20296020977841125,1.1515648057124372
attribute_44,0.0592065114892101,0.0188775750193404,0.0189963159035324,0.0,1.2876738221958646,0.5583418850158879,0.0486324242313079,0.0100046764504001,0.0713078713101993,0.41509215416946016
attribute_45,0.1202178912271615,0.0202153547793517,0.0535225277493318,0.0775684974357054,2.7796670502362417,4.791713640004558,0.1049483712255335,0.0159327780837646,0.7249321868670197,3.3710523859582935
attribute_46,0.0746210278096731,0.0225143417654863,0.0,0.0,2.159148022830014,0.2800976634670644,0.0501428573391577,0.0081623152977764,0.03687102935376096,0.20397418299766107
attribute_47,0.1619604505517603,0.0275733755956651,0.0,0.0,1.163345596456654,2.6711250357147214,0.0803150046805384,0.0141744803425781,0.23448657192489766,1.5002463217715165
attribute_48,0.2838807097933933,0.0322561608187247,0.0,0.0376027121246875,0.9567154387329384,5.636869618650305,0.0954681526762323,0.02152862899837,0.35138548638146294,1.889065818639077
attribute_49,0.6355707760186509,0.0312202854594069,0.0455094269527259,0.0288162045386099,0.6359779620040974,1.7798858916557585,0.0932889036038885,0.0161788081820307,0.06436600467294822,0.3556151872413132
attribute_50,0.3019229633840259,0.0114691954514548,0.0,0.0,0.0614716387847972,0.0116848408184447,0.0260224679049656,0.0050886675167035,2.0350066389961934e-17,0.0009747235116663353
attribute_51,1.1663612800782115,0.022529200842402,0.0,0.042952340000149,0.1597008113443712,35.892891951188105,0.1480502876853672,0.0217947548361914,0.4301069525756207,3.635216796040192
attribute_52,0.9560774280583412,0.0264403044563709,0.0370606091712983,0.0,0.1192802286439904,15.395110692725158,0.053154770746976,0.0123641814482195,0.14795865710904718,1.074154627647959
attribute_53,0.5006178647929608,0.0088215545776172,0.030587288319247,0.050272972914912,0.0193934452578164,0.7681657938538907,0.0059949497882353,0.0016836587174608,0.010072043285017646,0.05685802005509527
attribute_54,1.1485418825407996,0.0133150764604335,0.0,0.059426888775226,0.0336571615805676,28.12218165896741,0.0458482219512534,0.0049590521346448,0.20482042185774063,0.9619219621962413
attribute_55,0.2231997295351031,0.0100512860352419,0.0,0.0526796758098987,0.0102377508020368,15.250218278102771,0.0106270206490466,0.0024053365966829,0.10825623464173181,0.6768663876708949
attribute_56,0.1144134157337446,0.0066195779166612,0.0,0.0,0.013858511216098,0.6536102552171097,0.0107449587235672,0.0013292431379937,0.003815925405412312,0.05317362473907993
attribute_57,0.2616691879307896,0.0064834749693962,0.0,0.0,7.709687502202528e-07,1.125663733799415,0.0149696732874754,0.0022138224974541,0.01253384451198965,0.049521643168000284
attribute_58,0.4407429497361737,0.0073922160968572,0.0,0.0,0.0369810915416107,2.8530182304930114,0.0326396928051088,0.0042149576973511,0.01749416520566316,0.1281939590265129
attribute_59,1.529505232433447,0.0058511451316543,0.0,0.0,0.0170464977378094,22.35732587523843,0.042066551935524,0.0049207093618435,0.13760299745489266,0.839299168030356
attribute_60,0.0726614250587632,0.0058751942040242,0.0,0.0,0.0065299593584345,0.2362227780977056,0.0015774423373971,0.0035447335301736,0.0009142496118334397,0.006533798202470089
